id	class_features_id	name	level	description
83	4	Saving Expertise (Ex; Special)	3	<p>Choose a saving throw with which you have a base bonus of +3 or higher. Whenever you attempt a saving throw of the chosen type and determine the result (but before you learn the outcome), you can spend 1 Resolve Point to either roll your expertise die and add the result to the total or reroll the saving throw (Core Rulebook 243).</p>
84	4	Skilled Linguist (Ex; Culture)	3	<p>You can speak and read a number of bonus languages equal to your ranks in Culture. Additionally, when you attempt a Culture check to decipher writing, you can forgo your expertise die to attempt the check as a full action (rather than the normal 1 minute) per approximately 250 words of writing or fewer.</p>
85	4	Slick Customer (Ex; Diplomacy)	3	<p>When you attempt a Diplomacy check, you can choose not to roll your expertise die until later. After you determine what the check&rsquo;s result would be, you can choose to either roll your expertise die and add it to the total or forgo the expertise die and reroll the check (see page 243). At 9th level, you can spend 1 Resolve Point to both reroll the check and add the result of your expertise die.</p>
86	4	Stone-Faced Liar (Ex; Bluff)	3	<p>You deliver lies in a monotone as naturally as any other routine communication. When you attempt a Bluff check to lie, you can forgo your expertise die to make the DC of your Bluff check equal to 10 + the target&rsquo;s total Sense Motive bonus, even if the target is suspicious of you. At 9th level, you can instead spend 1 Resolve Point to use the above DC, add your expertise die instead of forgoing it, and ignore the modifier the DC would have if the target is unfriendly to you.</p>
87	4	Student of Technology (Ex; Engineering)	3	<p>As long as you have the time to do so, you can take 20 (see page 133) on Engineering checks to identify creatures and technology, even if you do not have access to a computer terminal or other means of research. If the creature or technology was created by a group or individual you are familiar with (normally including any major corporation or military), on a successful check you also identify what group created the object identified.</p>
88	4	Surgeon (Ex; Medicine)	3	<p>You can use Medicine to treat deadly wounds on a patient once each day in addition to the normal allowances for the medical equipment you are using. Because performing this level of advanced medicine is difficult and time consuming, the DC for this additional treatment increases by 5 and the skill check takes 1 hour.</p>
89	4	Tech Familiarity (Ex; Culture)	3	<p>If you forgo rolling your expertise die on a Culture check, you can use Culture to identify hybrid, magic, and technological items as though you were using the Engineering or Mysticism skills.</p>
90	4	Universal Diplomat (Ex; Diplomacy)	3	<p>Your Diplomacy checks to change a creature&rsquo;s attitude are not language-dependent. This allows you to use Diplomacy to change the attitude of a creature with whom you do not share a common language, as well as a creature with an Intelligence score of 1 or 2 (creatures with no Intelligence score can&rsquo;t have their attitudes improved using the Diplomacy skill unless the GM says otherwise).</p>
91	4	Well Informed (Ex; Diplomacy)	3	<p>You keep yourself as up to date as possible about the events and major figures of any region you are in. Once you have been in a settlement or region for at least 24 hours, when you attempt a Diplomacy check to gather information, you can forgo your expertise die to attempt the check as a swift action (rather than the normal 1d4 hours).</p>
92	8	Basic Mods	1	<p>You can choose any of the mods on the basic mod list whenever your drone gains a new mod. Unless otherwise specified, you cannot install a single mod more than once.&nbsp;<a href="https://thehiddentruth.info/player/class/mechanic/drone/mod#BasicMods">The list of basic mods appears here.</a></p>
93	8	Limited AI (Ex)	1	<p>Each round on your turn, after you have acted, your drone can take either a move action or a standard action to attack (your drone doesn&rsquo;t make a separate initiative roll). You must be able to issue simple commands to your drone, but you don&rsquo;t have to spend actions to issue these commands. To receive these commands, your drone must be able to see or hear you or be within range of your custom rig. If you become unconscious or otherwise unresponsive, or if your drone is ever out of range, your drone cannot take any actions until you are again able to command it or it is once more within range.</p>
94	8	Master Control (Ex)	1	<p>As a move action, you can directly control your drone. This allows the drone to take both a move action and any standard action this turn (one from your control, and one from its limited AI). If you also take a swift action, your drone can take a swift action as well, or it can combine its actions into a full action. Your drone must be able to see or hear you, or be within range of your custom rig, for you to directly control your drone.</p>
95	8	Skill Unit (Ex)	1	<p>Choose one of the following skills: Acrobatics, Athletics, Computers, Engineering, Perception, or Stealth. This is a class skill for your drone, and it gains a number of ranks in the chosen skill equal to your class level. Your drone can use this skill when not under your direct control. You can change your drone&rsquo;s skill unit whenever you rebuild your drone from scratch. Additionally, whenever you are directly controlling your drone, it can use any of your skill ranks if you wish, assuming it has the appropriate tools to do so (a drone without manipulator arms cannot use Engineering to disable a device, for example).</p>
