id	name	description	weapon_category_id	level	price	damage	damage_die_count	damage_die_type	damage_type	range	critical	capacity	usage	bulk	special	source	source_page
64	Dueling Sword, Admiral	<p>The dueling swords of the Corpse Fleet are earned based on ascension through the ranks. The reanimated ranks of the converted earn their swords through tallied kill counts, while officers receive their blades as part of the transition to the rank of commander. The blades of Corpse Fleet admirals are some of the keenest weapons in the known galaxy, despite being mostly employed as holdout weapons.</p>	1	17	255150	8d6 S	8	6	S	null	null	null	null	L	Analog	DS03	48
65	Syringe Stick, Supreme-Pointed	<p>This weapon is a lightweight, handheld  auto-injector device designed to  quickly inject drugs, poison, and  similar substance into a creature when  pressed against its body. A syringe stick’s  patented spring-loaded design features  a sturdy needle able to punch through the  toughest armor, chitin, and hide. Despite its  deadliness, it is difficult to discern a syringe stick from a  medicinal auto-injector.</p>	1	17	225000	10d4 P	10	4	P	null	Injection DC +2	null	null	L	Conceal, injection, operative	COM	124
66	Dueling Sword, Molecular Rift	<p>While dueling swords are crafted to be aesthetically pleasing and are often seen as a mark of rank or tradition, many warriors still train with them to deadly effect. The powered blades of both buzzblade and ripper dueling swords bring this danger into the modern era, while the molecular rift sword—though unpowered—uses a field of disrupted molecules along its blade to slice through nearly anything, and must be stored in a magnetic sheath that never actually touches the blade.</p>	1	18	331200	10d6 S	10	6	S	null	null	null	null	L	Analog	CRB	187
67	Polyclub, Paragon	<p>Weaponized polyfluid applications are just  beginning to be explored. Polyfluid’s  plasticity has already been applied to  some melee weapons, resulting in the  polymorphic weapon special property.</p>	1	18	345000	8d6 B	8	6	B	null	null	null	null	L	Analog, operative, polymorphic	DF03	44
68	Spined Blade, Rivener	<p>Kasathas on their home world wielded spined blades to better  poison foes. Replicas of these ancient weapons can be found  in the Museum of Ancestral Technology on the Idari. Modern  warriors use refined versions of the weapon that are effective at  delivering poisons and similar substances through contemporary  armor. You apply such substances to the blade per rules found  on page 232 of the Core Rulebook. While the basic version of  the spined blade is generally analog, more advanced buzzblade,  ripper, gravity, and rivener models are powered weapons.</p>	1	18	325000	8d10 P	8	10	P	null	Injection DC +2	null	null	L	Powered (capacity 40, usage 2)	ARM	54
69	Switchblade, Molecular Rift	<p>This blade looks much like a single-edged survival knife when  opened, but the blade can be folded or collapsed to fit within the  grip, making it easier to conceal. A switch on the knife means  the blade can be folded or extended as a swift action, or as part  of making an attack or full attack. Most weapon manufacturers  that offer daggers also produce switchblades, which are made in  the same models: tactical, ultrathin, zero-edge, and molecular rift.</p>	1	18	354000	11d4 S	11	4	S	null	null	null	null	L	Analog, conceal, operative	ARM	54
70	Baton, Advanced	<p>A baton is a thin, solid metal shaft, usually with a textured rubber grip. A tactical baton can be used to inflict precise bludgeoning blows. An advanced baton, used by elite mercenary and security companies, often has an additional shaft, as well as a weighted end that can be powered to connect with substantially more force than a tactical baton.</p>	1	19	540000	8d6 B	8	6	B	null	null	null	null	L	Operative, powered (capacity 20, usage 1)	CRB	184
71	Handaxe, Molecular Rift	<p>A balanced, wedge-shaped blade affixed to a lightweight haft,  a handaxe can be wielded in melee or thrown. The flexibility of  handaxes makes them a favorite of explorers of all types, and the  basic handaxe is a common tool that can be used as a weapon.  A tactical handaxe is made of a stronger, lightweight alloy, while  the sintered handaxe uses a denser ceramic material for added  heft and a much keener edge. An ultrathin handaxe has a blade so  thin it can’t be seen clearly, while the molecular rift handaxe has a  blade narrow enough to slice between molecules. Most handaxes  have blade covers to prevent accidental injury to the wielder.</p>	1	19	502000	12d6 S	12	6	S	null	null	null	null	L	Analog, thrown (40 ft.)	ARM	52
72	Retractable Spike, Paragon	<p>These keen-edged spikes are installed in an armor upgrade  slot rather than held, stored in a surface slot in armor or an  android’s body until extended. You can extend the spike as a  move action and retract the spike as a swift action. Such a spike  usually extends from the elbow, foot, knee, or wrist, but a spike  can be fitted into a helmet or an android’s head for use in headbutting  or goring foes. Retractable spikes are widely available  throughout the Pact Worlds, with the various models—tactical,  advanced, elite, and paragon—having individual rarity based on  the credit outlay to acquire a given model.</p>	1	20	895000	6d10 P	6	10	P	null	null	null	null	L	Conceal, integrated (1 slot), operative	ARM	53
73	Shell Knuckles, Paragon	<p>This bulky glove fits over the user’s hand, with reinforced plates  covering the knuckles. When the weapon connects with a target,  the kinetic force fires scattergun shells into the target and  deal impressive bludgeoning damage. Mercenaries favor these  weapons for fighting at close quarters, and pirates sometimes use  them to make their punches all the more dramatic. Shell knuckles  are available in tactical, advanced, elite, and paragon models.</p>	1	20	525000	14d8 B	14	8	B	null	null	null	null	L	Analog, shells (4, usage 4)	ARM	53
74	Spear, Tactical	<p>Spears come in many varieties. Buzzblade spears vibrate at high frequency. Zero-edge spears employ quantum manufacturing to hone an edge so fine that it seems indistinct. The gravity spear uses a tiny gravity field generator to accelerate the weapon at the moment of impact.</p>	2	1	375	1d6 P	1	6	P	null	null	null	null	1	Analog, block, thrown (20 ft.)	CRB	190
75	Staff, Battle	<p>Staves are long and flexible, weighted on the end to provide extra striking power. Most staves are made from aluminum or fiberglass, though some are still made from wood.<br/>  Sentinel and repeller staves are made of conductive metal and deliver a painful, low-voltage charge that can stun opponents. The hardlight staff uses a core of unstable photonic gel to dramatically increase its mass every time it strikes a surface.</p>	2	1	80	1d4 B	1	4	B	null	Knockdown	null	null	1	Analog, block	CRB	190
76	Syringe Spear, Tactical	<p>At a glance, this weapon resembles a massive medicinal syringe  that has been affixed to a pole roughly as long as the wielder’s  body. A tank found at the butt of the spear allows substances  to be poured into the weapon, and a spring-loaded mechanism  automatically injects foes upon striking a  successful blow. The exact origins of this  dastardly weapon are unknown, though  both the grays and a notorious race of  subterranean creatures from Golarion are  claimed to have designed this weapon for  torturous experimentation.</p>	2	1	250	1d6 P	1	6	P	null	Injection DC +2	null	null	L	Injection	COM	124
77	Garrote, Wire	<p>A pair of slim handles connected by flexible cable made of a  strong alloy, the garrote is a weapon strongly associated with  assassination. That’s no accident, as the weapon’s primary use  is to silently strangle creatures. However, a garrote can also be  used to ensnare appendages. The wire garrote is the simplest  version, while the nanofiber, microfilament, and monowire  models use increasingly fine cables to deal substantially more  damage. For instance, the monowire version has a cable as thin  as a single complex molecule, which closes into the handles  when the weapon isn’t in use. This construction results in a  nearly invisible cable with an extreme edge.</p>	2	2	900	1d2 S	1	2	S	null	null	null	null	L	Analog, conceal, grapple, operative, throttle	ARM	52
78	Warclub	<p>Though technologically as simple as a one-handed club, the  two-handed warclub is larger, heavier, and more dangerous.  They are popular among enforcers and thugs.</p>	2	2	450	1d10 B	1	10	B	null	null	null	null	1	Analog	ARM	54
79	Greataxe, Tactical	<p>No one can argue against the damage potential of a greataxe.  Half-orcs who take an interest in fragmentary records from  lost Golarion embrace the greataxe as a cultural symbol.  Tactical greataxes are the most common, but sintered models  are made of dense ceramic and designed to increase the axe’s  effectiveness against modern gear. It’s hard to tell ultrathin  greataxes from molecular rift models at a glance, but one’s edge  is merely blurry while the other’s is actually translucent.</p>	2	3	1100	1d12 S	1	12	S	null	null	null	null	1	Analog	ARM	52
80	Lance, Tactical	<p>A lance is a long, heavy spear designed for use while riding a  mount. While mounted or riding a cycle, you can wield a lance  with one hand. This weapon is common across the Pact Worlds.  Traditionally used by shotalashu warriors riding saurian mounts  in the jungles of Castrovel and bonded ryphorian and dragonkin  partners of Triaxus, lances are also known to have been common  weapons on lost Golarion. Modern wielders use lances while  mounted or driving open vehicles, such as cycle-riding raiders  like the Vercite Rustrunners. Tactical lances are straightforward  and widely available, while advanced lances are made of strong  composites and have fine points to deal more damage. Elite lances  have superfine points, and each has a particularly dense core  for a more powerful strike. Paragon lances have been entirely  redesigned using dense, flexible materials and an ultrathin point  to achieve incomparable performance.</p>	2	3	1450	1d6 P	1	6	P	null	null	null	null	1	Analog, reach	ARM	52
