id	name	type	description	level	price	system	source	source_page
40	Climbing Suckers	Biotech	<p>The soles of your feet become covered in fleshy slats you can open and close, providing you a climb speed of 20 feet (see page 259). You don’t need to attempt Athletics checks to traverse a vertical or horizontal surface (even upside down). You don’t benefit from climbing suckers unless you’re barefoot or wearing custom clothing, and you can not be wearing more than light armor. Climbing suckers integrate into your natural feet and do not require you to replace your feet and legs. Climbing suckers can be installed into the feet of prosthetic legs.</p>	3	1200	All Feet	CRB	211
41	Clinging Hands	Biotech	<p>Your hands are covered with tiny fibers like those on a gecko’s toes. You gain a +2 circumstance bonus to your KAC against disarm combat maneuvers and to attacks to perform disarm and grapple combat maneuvers. You can ignore any increase to the DCs of Athletics checks to climb due to slipperiness, iciness, or heavy gravity. You can’t benefit from clinging hands if you are wearing armor or gloves that have not been either tailored or adjusted for you (Core Rulebook 196).</p>	3	1350	All Hands	ARM	86
42	Cloaking skin, greater	Magitech	<p>Many of your pores are replaced with magically regulated and directed holographic projectors that work together to automatically match your surrounding environment, rendering you invisible per invisibility. Once per day, you can enable your cloaking skin as a standard action, turning you invisible for 10 minutes. A greater cloaking skin functions as greater invisibility, but the effect lasts for only 10 rounds. You can disable either model of cloaking skin as a move action.</p>	17	270000	Skin	ARM	90
43	Cloaking skin, standard	Magitech	<p>Many of your pores are replaced with magically regulated and directed holographic projectors that work together to automatically match your surrounding environment, rendering you invisible per invisibility. Once per day, you can enable your cloaking skin as a standard action, turning you invisible for 10 minutes. A greater cloaking skin functions as greater invisibility, but the effect lasts for only 10 rounds. You can disable either model of cloaking skin as a move action.</p>	10	18000	Skin	ARM	90
44	Control mirror neurons	Magitech	<p>Neurons in your brain that would normally help you imagine what another person is experiencing are amplified magically, allowing you to decide what another creature does. As a full action, you can target any creature of your type that you are observing and attempt to control that individual. This functions as dominate person (DC = 10 + half your level + your Charisma modifier) for as long as you continue to observe the target, except establishing the effect doesn’t require an attack roll, and no command you give the target can take more than a standard action to complete. Issuing a command is a move action. You can’t target a creature again for 24 hours after it succeeds at its saving throw against this effect or the duration ends. Once you use your control mirror neurons, you can’t use them again until you’ve rested to regain Stamina Points, though you can spend 1 Resolve Point at any time to recharge them immediately.</p>	18	365000	Brain	ARM	90
45	Corpseskin, Mk 1	Necrograft	<p>Perhaps as much a fashion statement as an augmentation, corpseskin replaces living skin with mummified flesh. Corpseskin insulates against cold, though it lacks the sensitivity of living flesh. You gain an amount of cold resistance equal to the necrograft’s mark. If you have cold resistance from your racial traits that is equal to or greater than that from your corpseskin (and doesn’t explicitly stack with other sources of energy resistance), adding corpseskin increases the value of that cold resistance by 1. If you have cold resistance from your racial traits of a value less than that of your corpseskin, the value of the cold resistance from your corpseskin increases by 1.<br/> Regardless of your corpseskin’s model, you take a –2 penalty to Perception checks based primarily on touch and gain a +2 enhancement bonus to saving throws against pain effects. The necrograft grants a +5 competence bonus to Disguise checks to impersonate corporeal, non-skeletal undead, but it increases the DC of disguising yourself as a living creature by 5 (in addition to any other modifiers). In addition, corpseskin protects against radiation as armor of its item level (Core Rulebook 198).</p>	1	200	Skin	ARM	95
46	Corpseskin, Mk 2	Necrograft	<p>Perhaps as much a fashion statement as an augmentation, corpseskin replaces living skin with mummified flesh. Corpseskin insulates against cold, though it lacks the sensitivity of living flesh. You gain an amount of cold resistance equal to the necrograft’s mark. If you have cold resistance from your racial traits that is equal to or greater than that from your corpseskin (and doesn’t explicitly stack with other sources of energy resistance), adding corpseskin increases the value of that cold resistance by 1. If you have cold resistance from your racial traits of a value less than that of your corpseskin, the value of the cold resistance from your corpseskin increases by 1.<br/> Regardless of your corpseskin’s model, you take a –2 penalty to Perception checks based primarily on touch and gain a +2 enhancement bonus to saving throws against pain effects. The necrograft grants a +5 competence bonus to Disguise checks to impersonate corporeal, non-skeletal undead, but it increases the DC of disguising yourself as a living creature by 5 (in addition to any other modifiers). In addition, corpseskin protects against radiation as armor of its item level (Core Rulebook 198).</p>	6	4000	Skin	ARM	95
47	Corpseskin, Mk 3	Necrograft	<p>Perhaps as much a fashion statement as an augmentation, corpseskin replaces living skin with mummified flesh. Corpseskin insulates against cold, though it lacks the sensitivity of living flesh. You gain an amount of cold resistance equal to the necrograft’s mark. If you have cold resistance from your racial traits that is equal to or greater than that from your corpseskin (and doesn’t explicitly stack with other sources of energy resistance), adding corpseskin increases the value of that cold resistance by 1. If you have cold resistance from your racial traits of a value less than that of your corpseskin, the value of the cold resistance from your corpseskin increases by 1.<br/> Regardless of your corpseskin’s model, you take a –2 penalty to Perception checks based primarily on touch and gain a +2 enhancement bonus to saving throws against pain effects. The necrograft grants a +5 competence bonus to Disguise checks to impersonate corporeal, non-skeletal undead, but it increases the DC of disguising yourself as a living creature by 5 (in addition to any other modifiers). In addition, corpseskin protects against radiation as armor of its item level (Core Rulebook 198).</p>	12	30000	Skin	ARM	95
48	Corpseskin, Mk 4	Necrograft	<p>Perhaps as much a fashion statement as an augmentation, corpseskin replaces living skin with mummified flesh. Corpseskin insulates against cold, though it lacks the sensitivity of living flesh. You gain an amount of cold resistance equal to the necrograft’s mark. If you have cold resistance from your racial traits that is equal to or greater than that from your corpseskin (and doesn’t explicitly stack with other sources of energy resistance), adding corpseskin increases the value of that cold resistance by 1. If you have cold resistance from your racial traits of a value less than that of your corpseskin, the value of the cold resistance from your corpseskin increases by 1.<br/> Regardless of your corpseskin’s model, you take a –2 penalty to Perception checks based primarily on touch and gain a +2 enhancement bonus to saving throws against pain effects. The necrograft grants a +5 competence bonus to Disguise checks to impersonate corporeal, non-skeletal undead, but it increases the DC of disguising yourself as a living creature by 5 (in addition to any other modifiers). In addition, corpseskin protects against radiation as armor of its item level (Core Rulebook 198).</p>	18	350000	Skin	ARM	95
49	Corpseskin, Mk 5	Necrograft	<p>Perhaps as much a fashion statement as an augmentation, corpseskin replaces living skin with mummified flesh. Corpseskin insulates against cold, though it lacks the sensitivity of living flesh. You gain an amount of cold resistance equal to the necrograft’s mark. If you have cold resistance from your racial traits that is equal to or greater than that from your corpseskin (and doesn’t explicitly stack with other sources of energy resistance), adding corpseskin increases the value of that cold resistance by 1. If you have cold resistance from your racial traits of a value less than that of your corpseskin, the value of the cold resistance from your corpseskin increases by 1.<br/> Regardless of your corpseskin’s model, you take a –2 penalty to Perception checks based primarily on touch and gain a +2 enhancement bonus to saving throws against pain effects. The necrograft grants a +5 competence bonus to Disguise checks to impersonate corporeal, non-skeletal undead, but it increases the DC of disguising yourself as a living creature by 5 (in addition to any other modifiers). In addition, corpseskin protects against radiation as armor of its item level (Core Rulebook 198).</p>	20	775000	Skin	ARM	95
